,Peak,Name,Citizenship,Sex,Age,Oxy,Dth,Host,Year,Season,Month,Day,Time
4946,EVER,"Da Ongchhu (Dawangchu) Sherpa (Kurima, Lokhim-9, Solukhumbu)",Nepal,M,31,Yes,No,Nepal,2010,Spr,May,23,9:00
4947,EVER,"Karma Gyalzen (Karma Gyalgen) Sherpa (Charwo, Sotang, Solukhumbu)",Nepal,M,21,Yes,No,Nepal,2010,Spr,May,23,9:00
4948,EVER,"Lhakpa Nuru Sherpa (Thami, Khumbu)",Nepal,M,29,Yes,No,Nepal,2010,Spr,May,23,9:00
4949,EVER,"Lhakpa Rangdu Sherpa (Talakharka, Sotang-6, Solukhumbu)",Nepal,M,42,Yes,No,Nepal,2010,Spr,May,23,9:00
4950,EVER,"Mingma Nuru Sherpa (Thami, Khumbu)",Nepal,M,34,Yes,No,Nepal,2010,Spr,May,23,9:00
4951,EVER,"Pasang Gombu Sherpa (Kurima, Lokhim-9, Solukhumbu)",Nepal,M,40,Yes,No,Nepal,2010,Spr,May,23,9:00
4952,EVER,"Pasang Tendi Sherpa (Jubing, Solukhumbu)",Nepal,M,21,Yes,No,Nepal,2010,Spr,May,23,9:00
4953,EVER,"Pem Chhiri Sherpa (Kurima, Lokhim-9, Solukhumbu)",Nepal,M,34,Yes,No,Nepal,2010,Spr,May,23,9:00
4954,EVER,"Pemba Chhotar Sherpa (Sotang-6, Solukhumbu)",Nepal,M,21,Yes,No,Nepal,2010,Spr,May,23,9:00
4955,EVER,"Phurba Sherpa (Sotang-6, Solukhumbu)",Nepal,M,27,Yes,No,Nepal,2010,Spr,May,23,9:00
4956,EVER,"Sange Sherpa (Sotang-6, Solukhumbu)",Nepal,M,36,Yes,No,Nepal,2010,Spr,May,23,9:00
4957,EVER,"Sonam Chhiring Sherpa (Kurima, Lokhim-9, Solukhumbu)",Nepal,M,25,Yes,No,Nepal,2010,Spr,May,23,9:00
4958,EVER,"Tarke Sherpa (Rakshikharka, Lokhim-9, Solukhumbu)",Nepal,M,42,Yes,No,Nepal,2010,Spr,May,23,9:00
4959,EVER,"Temba Sherpa (Sotang-6, Solukhumbu)",Nepal,M,32,Yes,No,Nepal,2010,Spr,May,23,9:00
4960,EVER,"Phai Lama Tamang (Haku-8, Rasuwa)",Nepal,M,33,Yes,No,Nepal,2010,Spr,May,23,9:00
4961,EVER,Charles Scott Woolums,USA,M,52,Yes,No,Nepal,2010,Spr,May,23,9:00
4962,EVER,"Nima (Ngima, Maila) Sherpa (Sikli, Jubing, Solukhumbu)",Nepal,M,37,Yes,No,China,2010,Spr,May,23,9:30
4963,EVER,"Phurba Ongel Sherpa (Sedua, Makalu-Barun)",Nepal,M,28,Yes,No,China,2010,Spr,May,23,9:30
4964,EVER,Claudia Studer,Austria,F,25,Yes,No,China,2010,Spr,May,23,9:30
4965,EVER,Sylvia Brigitte Studer,Austria,F,57,Yes,No,China,2010,Spr,May,23,9:30
4966,EVER,Wilfried Josef Studer,Austria,M,53,Yes,No,China,2010,Spr,May,23,9:30
4967,EVER,"Ang Chhiring (Ang Tseri) Sherpa (Tapting-6, Solukhumbu)",Nepal,M,38,Yes,No,Nepal,2010,Spr,May,23,9:40
4968,EVER,"Nima Tendu (Nima Thenduk) Sherpa (Walung, Makalu-9, Makalu-Barun)",Nepal,M,36,Yes,No,Nepal,2010,Spr,May,23,9:40
4969,EVER,Raphael Jenny Mario Gernez,France/USA,M,47,Yes,No,Nepal,2010,Spr,May,23,10:00
4970,EVER,"Pasang Dawa Sherpa (Sengma, Khumbu)",Nepal,M,22,Yes,No,Nepal,2010,Spr,May,23,10:00
4971,EVER,Melissa Sue Arnot,USA,F,26,Yes,No,Nepal,2010,Spr,May,23,10:15
4972,EVER,David Charles (Dave) Morton,USA,M,38,Yes,No,Nepal,2010,Spr,May,23,10:15
4973,EVER,"Tshering Dorje Sherpa (Kharikhola, Solukhumbu)",Nepal,M,39,Yes,No,Nepal,2010,Spr,May,23,10:15
4974,EVER,"Tshering Wangchu (Tshering Ongchuk) Sherpa (Thamo, Khumbu)",Nepal,M,27,Yes,No,Nepal,2010,Spr,May,23,10:15
4975,EVER,Michael Edward Phethean,UK,M,37,Yes,No,Nepal,2010,Spr,May,23,10:30
4976,EVER,Eben Fleming Reckord,USA,M,26,Yes,No,Nepal,2010,Spr,May,23,10:40
4977,EVER,Michael Niemeier,Germany,M,54,Yes,No,Nepal,2010,Spr,May,23,11:42
4978,EVER,"Pasang Rita Sherpa (Thamo, Khumbu)",Nepal,M,32,Yes,No,Nepal,2010,Spr,May,23,11:42
4979,EVER,Khalid Sulaiman Humaid Al Siyabi,Oman,M,36,Yes,No,Nepal,2010,Spr,May,23,12:00
4980,EVER,"Redar Lhomi Bhote (Hatiya-3, Makalu-Barun)",Nepal,M,23,Yes,No,Nepal,2010,Spr,May,23,12:00
4981,EVER,"Dawa Nuru Sherpa (Thami, Khumbu)",Nepal,M,32,Yes,No,China,2010,Spr,May,24,
4982,EVER,"Dawa Tenzing (Da Tenzing) Sherpa (Phortse, Khumbu)",Nepal,M,39,Yes,No,Nepal,2010,Spr,May,24,
4983,EVER,"Dorje Lama Sherpa (Churung Kharka, Bhakanje, Solukhumbu)",Nepal,M,39,Yes,No,Nepal,2010,Spr,May,24,
4984,EVER,"Mitenjen (Mingma) Sherpa (Nurbugaon, Makalu-Barun)",Nepal,M,40,Yes,No,China,2010,Spr,May,24,
4985,EVER,"Ngata (Nada) Sherpa (Ghunsa, Lelep-9, Taplejung)",Nepal,M,34,Yes,No,China,2010,Spr,May,24,
4986,EVER,"Pasang Gelji (Pasang Gyalgi) Sherpa (Walung, Makalu-9, Makalu-Barun)",Nepal,M,42,Yes,No,China,2010,Spr,May,24,
4987,EVER,"Pemba Norbu/Nurbu Sherpa (Ghunsa, Lelep-9, Taplejung)",Nepal,M,31,Yes,No,China,2010,Spr,May,24,
4988,EVER,"Phurba Temba (Lama Thami) Sherpa (Yilajung, Khumbu)",Nepal,M,42,Yes,No,China,2010,Spr,May,24,
4989,EVER,"Tenji Sherpa (Tapting-7, Solukhumbu)",Nepal,M,29,Yes,No,China,2010,Spr,May,24,
4990,EVER,"Wangchu Sherpa (Taksindu-3, Solukhumbu)",Nepal,M,32,Yes,No,China,2010,Spr,May,24,
4991,EVER,"Samduk Dorje (Sanduk Dorje) Tamang (Pangboche, Khumbu)",Nepal,M,26,Yes,No,Nepal,2010,Spr,May,24,
4992,EVER,Lei Wang,China/USA,F,38,Yes,No,Nepal,2010,Spr,May,24,
4993,EVER,Suzanne Katharina Huesser,Switzerland,F,43,Yes,No,China,2010,Spr,May,24,6:00
4994,EVER,Yuri Contreras Cedi,Mexico,M,46,Yes,No,China,2010,Spr,May,24,6:14
4995,EVER,Laura Gonzalez del Castillo Aranda,Mexico,F,43,Yes,No,China,2010,Spr,May,24,6:14
4996,EVER,Zdravko Dejanovic,Macedonia,M,44,Yes,No,China,2010,Spr,May,24,6:15
4997,EVER,Elena Gorelik,Russia,F,50,Yes,No,China,2010,Spr,May,24,6:15
4998,EVER,Sergei Larin,Russia,M,50,Yes,No,China,2010,Spr,May,24,6:15
4999,EVER,Daniel Mizera,Poland,M,24,Yes,No,China,2010,Spr,May,24,6:15
5000,EVER,Matgoryyata Pierz-Pekala,Poland,F,52,Yes,No,China,2010,Spr,May,24,6:15
5001,EVER,"Jangbu Sherpa (Balakharka, Makalu-Barun)",Nepal,M,24,Yes,No,China,2010,Spr,May,24,6:15
5002,EVER,"Ngima Dorje (Nima Dorje) Sherpa (Pare, Khumbu)",Nepal,M,25,Yes,No,China,2010,Spr,May,24,6:15
5003,EVER,Nima Dorchi Sherpa (Makalu-Barun),Nepal,M,28,Yes,No,China,2010,Spr,May,24,6:15
5004,EVER,"Pemba Nurbu Sherpa (Tashigaon, Makalu-Barun)",Nepal,M,30,Yes,No,China,2010,Spr,May,24,6:15
5005,EVER,"Bir Kaji Tamang (Gorakhani-4, Solukhumbu)",Nepal,M,31,Yes,No,China,2010,Spr,May,24,6:15
5006,EVER,Herbert Blauensteiner,Austria,M,56,Yes,No,China,2010,Spr,May,24,6:35
5007,EVER,Reinhard Buescher,Germany,M,57,Yes,No,China,2010,Spr,May,24,6:35
5008,EVER,Hans Holzknecht,Austria,M,58,Yes,No,China,2010,Spr,May,24,6:35
5009,EVER,Sean James Disney,S Africa,M,38,Yes,No,China,2010,Spr,May,24,7:38
5010,EVER,Lance Metz,S Africa,M,27,Yes,No,China,2010,Spr,May,24,7:38
5011,EVER,"Nima Gyalzen Sherpa (Ghat, Khumbu)",Nepal,M,23,Yes,No,China,2010,Spr,May,24,7:38
5012,EVER,"Nima Nurbu Sherpa (Thamiteng, Khumbu)",Nepal,M,30,Yes,No,China,2010,Spr,May,24,7:38
5013,EVER,Michael Earl Chapman,USA,M,54,Yes,No,Nepal,2010,Spr,May,24,7:40
5014,EVER,Mark Delstanche,UK,M,35,Yes,No,China,2010,Spr,May,24,7:52
5015,EVER,"Thile Nurbu (Thile Nuru) Sherpa (Chheplung, Khumbu)",Nepal,M,35,No,No,China,2010,Spr,May,24,7:52
5016,EVER,Laval St. Germain,Canada,M,41,No,No,China,2010,Spr,May,24,7:52
5017,EVER,Gavin Roy Vickers,Australia,M,40,Yes,No,China,2010,Spr,May,24,7:52
5018,EVER,John Stephen Dahlem,USA,M,66,Yes,No,Nepal,2010,Spr,May,24,7:55
5019,EVER,Ryan Steven Dahlem,USA,M,40,Yes,No,Nepal,2010,Spr,May,24,7:55
5020,EVER,"Da Nuru (Dawa Nuru/Norbu) Sherpa (Phortse, Khumbu)",Nepal,M,51,Yes,No,Nepal,2010,Spr,May,24,7:55
5021,EVER,"Dawa Nuru (Danuru) Sherpa (Phortse, Khumbu)",Nepal,M,31,Yes,No,Nepal,2010,Spr,May,24,7:55
5022,EVER,Karl Peter Adolfsson,Sweden,M,46,Yes,No,China,2010,Spr,May,24,7:59
5023,EVER,"Tashi Sherpa (Beding, Dolakha)",Nepal,M,31,Yes,No,China,2010,Spr,May,24,7:59
5024,EVER,Vanessa Alessandra Folkerts,USA,F,21,Yes,No,Nepal,2010,Spr,May,24,8:10
5025,EVER,Alison P. Levine,USA,F,44,Yes,No,Nepal,2010,Spr,May,24,8:10
5026,EVER,Garrett Christian Madison,USA,M,31,Yes,No,Nepal,2010,Spr,May,24,8:10
5027,EVER,"Chhuwang Nima Sherpa (Tesho, Khumbu)",Nepal,M,42,No,No,Nepal,2010,Spr,May,24,8:10
5028,EVER,"Lhakpa Rita Sherpa (Thami, Khumbu)",Nepal,M,43,No,No,Nepal,2010,Spr,May,24,8:10
5029,EVER,"Mingma Dorje Sherpa (Sibuje, Waku-4, Solukhumbu)",Nepal,M,40,No,No,Nepal,2010,Spr,May,24,8:10
5030,EVER,"Phura Kancha (Fur Kancha) Sherpa (Thami, Khumbu)",Nepal,M,33,No,No,Nepal,2010,Spr,May,24,8:10
5031,EVER,Vaughan Michael De La Harpe,S Africa,M,53,Yes,No,China,2010,Spr,May,24,8:15
5032,EVER,"Karma Sherpa (Sotang-6, Solukhumbu)",Nepal,M,33,Yes,No,China,2010,Spr,May,24,8:15
5033,EVER,James Michael Horst,USA,M,31,Yes,No,Nepal,2010,Spr,May,24,8:20
5034,EVER,John Montague (Jack) Martin,USA,M,60,Yes,No,Nepal,2010,Spr,May,24,8:20
5035,EVER,"Kami Rita (Topke) Sherpa (Thami, Khumbu)",Nepal,M,40,No,No,Nepal,2010,Spr,May,24,8:20
5036,EVER,"Mingma Chhiri/Chhiring Sherpa (Thami, Khumbu)",Nepal,M,41,No,No,Nepal,2010,Spr,May,24,8:20
5037,EVER,Victor Lance Vescovo,USA,M,44,Yes,No,Nepal,2010,Spr,May,24,8:20
5038,EVER,"Pemba Rinzi/Rinji Sherpa (Bishinga-7, Okhaldhunga)",Nepal,M,34,Yes,No,China,2010,Spr,May,24,8:25
5039,EVER,Barend (Ben) Swart,S Africa,M,48,Yes,No,China,2010,Spr,May,24,8:25
5040,EVER,Barend Engelbrecht,S Africa,M,29,Yes,No,China,2010,Spr,May,24,8:30
5041,EVER,Sandra Mariko (Sandy) Hoby,New Zealand,F,38,Yes,No,Nepal,2010,Spr,May,24,8:30
5042,EVER,Bradley Graham Jackson,Australia,M,37,Yes,No,Nepal,2010,Spr,May,24,8:30
5043,EVER,"Ang Kazi (Ang Kaji) Sherpa (Kharikhola, Solukhumbu)",Nepal,M,25,Yes,No,China,2010,Spr,May,24,8:30
5044,EVER,"Ngima Nuru (Nima Nuru) Sherpa (Tesho, Khumbu)",Nepal,M,28,Yes,No,Nepal,2010,Spr,May,24,8:30
5045,EVER,"Pemba Tenjin Sherpa (Phurte, Khumbu)",Nepal,M,34,Yes,No,Nepal,2010,Spr,May,24,8:30
5046,EVER,"Sonam Bhote (Ghunsa, Lelep-9, Taplejung)",Nepal,M,28,Yes,No,China,2010,Spr,May,24,8:35
5047,EVER,Arthur Marsden,S Africa,M,48,Yes,No,China,2010,Spr,May,24,8:35
5048,EVER,"Dorchi Sherpa (Walung, Makalu-9, Makalu-Barun)",Nepal,M,30,Yes,No,China,2010,Spr,May,24,8:35
5049,EVER,Justin Reese Merle,USA,M,31,Yes,No,Nepal,2010,Spr,May,24,8:37
5050,EVER,Donall Brian Healy,USA,M,65,Yes,No,Nepal,2010,Spr,May,24,8:50
5051,EVER,Michael Thomas (Mike) Kraft,Germany,M,54,Yes,No,Nepal,2010,Spr,May,24,8:50
5052,EVER,"Ang Pasang Sherpa (Thami, Khumbu)",Nepal,M,42,No,No,Nepal,2010,Spr,May,24,8:50
5053,EVER,"Dawa Nuru (Da Nuru) Sherpa (Thami, Khumbu)",Nepal,M,45,No,No,Nepal,2010,Spr,May,24,8:50
5054,EVER,Vernon Edward (Vern) Tejas,USA,M,57,Yes,No,Nepal,2010,Spr,May,24,8:50
5055,EVER,Bousnaid (Ned) Bouadjar,France/Algeria,M,47,Yes,No,China,2010,Spr,May,24,9:00
5056,EVER,Gabriel Filippi,Canada,M,49,Yes,No,China,2010,Spr,May,24,9:00
5057,EVER,"Lhakpa Nuru Sherpa (Yilajung, Khumbu)",Nepal,M,37,Yes,No,China,2010,Spr,May,24,9:00
5058,EVER,Rolf Eberhard,Germany,M,49,Yes,No,China,2010,Spr,May,24,9:40
5059,EVER,"Pemba Gyalzen/Geljen Sherpa (Thami, Khumbu)",Nepal,M,40,Yes,No,China,2010,Spr,May,24,9:40
5060,EVER,Andreas Sippel,Germany,M,41,Yes,No,China,2010,Spr,May,24,9:40
5061,EVER,Pedro Jose Garcia Aguirre,Spain,M,38,Yes,No,China,2010,Spr,May,24,10:00
5062,EVER,Alfredo Garcia Pascual,Spain,M,28,Yes,No,China,2010,Spr,May,24,10:00
5063,EVER,Hiroshi Ogasawara,Japan,M,62,Yes,Yes,China,2010,Spr,May,24,10:30
5064,EVER,"Mingma Gyalje Sherpa (Beding, Dolakha)",Nepal,M,24,Yes,No,China,2010,Spr,May,24,10:30
5065,EVER,"Pemba Nuru Sherpa (Beding, Dolakha)",Nepal,M,29,Yes,No,China,2010,Spr,May,24,10:30
5066,EVER,"Pemba Rita Sherpa (Beding, Dolakha)",Nepal,M,30,Yes,No,China,2010,Spr,May,24,10:30
5067,EVER,"Dawa Jangbu (Da Jangbu) Sherpa (Patle-4, Okhaldhunga)",Nepal,M,30,No,No,China,2010,Spr,May,24,11:45
5068,EVER,Gerlinde Kaltenbrunner,Austria,F,39,No,No,China,2010,Spr,May,24,12:20
5069,EVER,Abele Blanc,Italy,M,55,No,No,China,2010,Spr,May,24,13:00
5070,EVER,Marco Camandona,Italy,M,39,No,No,China,2010,Spr,May,24,13:00
5071,EVER,Michele Enzio,Italy,M,33,No,No,China,2010,Spr,May,24,13:00
5072,EVER,Silvio Mondinelli,Italy,M,51,No,No,China,2010,Spr,May,24,13:00
5073,EVER,Fikret (Fiko) Karacic,Australia,M,55,Yes,No,China,2010,Spr,May,24,14:00
5074,EVER,Charles Michael Brown,USA,M,44,Yes,No,Nepal,2010,Spr,May,25,
5075,EVER,Robert Hargraves (Rob) Casserley,UK,M,34,Yes,No,Nepal,2010,Spr,May,25,
5076,EVER,Casey Aaron Grom,USA,M,35,Yes,No,Nepal,2010,Spr,May,25,
5077,EVER,David Allen (Dave) Hahn,USA,M,48,Yes,No,Nepal,2010,Spr,May,25,
5078,EVER,Scott Lloyd Jones,USA,M,18,Yes,No,Nepal,2010,Spr,May,25,
5079,EVER,"Dawa Gyalzen/Gyaljen Sherpa (Chheplung, Khumbu)",Nepal,M,22,Yes,No,Nepal,2010,Spr,May,25,
5080,EVER,"Dawa Jongbu (Dawa Jamba) Sherpa (Yaphu-9, Makalu-Barun)",Nepal,M,31,Yes,No,Nepal,2010,Spr,May,25,
5081,EVER,"Nima Tenji/Tenzi Sherpa (Beding, Dolakha)",Nepal,M,29,Yes,No,Nepal,2010,Spr,May,25,
5082,EVER,"Pasang Temba Sherpa (Lukla, Khumbu)",Nepal,M,23,Yes,No,Nepal,2010,Spr,May,25,
5083,EVER,"Pasang Tendi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)",Nepal,M,26,Yes,No,Nepal,2010,Spr,May,25,
5084,EVER,"Tshering Dorje (Chhering Dorje) Sherpa (Beding, Dolakha)",Nepal,M,21,Yes,No,Nepal,2010,Spr,May,25,
5085,EVER,Leif Roberts Whittaker,USA,M,25,Yes,No,Nepal,2010,Spr,May,25,
5086,EVER,Richard B. Birrer II,USA,M,29,Yes,No,Nepal,2010,Spr,May,25,5:30
5087,EVER,"Pasang Dawa (Pa Dawa, Pando) Sherpa (Pangboche, Khumbu)",Nepal,M,33,Yes,No,Nepal,2010,Spr,May,25,5:30
5088,EVER,Richard B. Birrer,USA,M,60,Yes,No,Nepal,2010,Spr,May,25,6:00
5089,EVER,"Lhakpa Thundu/Thudu (Tindu) Sherpa (Pangboche, Khumbu)",Nepal,M,39,Yes,No,Nepal,2010,Spr,May,25,6:00
5090,EVER,"Chayang Jangbu (Chhyang Jyalbu) Bhote (Hatiya-1, Makalu-Barun)",Nepal,M,30,Yes,No,Nepal,2010,Spr,May,25,6:15
5091,EVER,John Brandon Chalk,USA,M,32,Yes,No,Nepal,2010,Spr,May,25,6:15
5092,EVER,"Kalzang Dorje Sherpa (Pangboche, Khumbu)",Nepal,M,28,Yes,No,Nepal,2010,Spr,May,25,6:15
5093,EVER,James P. Stearns,UK,M,31,Yes,No,Nepal,2010,Spr,May,25,6:15
5094,EVER,Seth Griffith Waterfall,USA,M,35,Yes,No,Nepal,2010,Spr,May,25,6:53
5095,EVER,Kristine Ann Chalk,USA,F,31,Yes,No,Nepal,2010,Spr,May,25,7:00
5096,EVER,"Dorje Gyalzen Sherpa (Pangboche, Khumbu)",Nepal,M,27,Yes,No,Nepal,2010,Spr,May,25,7:00
5097,EVER,Fiona Margaret Ramsden,UK,F,32,Yes,No,Nepal,2010,Spr,May,25,8:00
5098,EVER,"Lhakpa Wangchu Sherpa (Pangboche, Khumbu)",Nepal,M,23,Yes,No,Nepal,2010,Spr,May,25,8:00
5099,EVER,"Tshering Namgyal (Ang Namgyal) Sherpa (Pangboche, Khumbu)",Nepal,M,26,Yes,No,Nepal,2010,Spr,May,25,8:00
5100,EVER,Darrell Gordon Ainscough,Canada,M,57,Yes,No,Nepal,2010,Spr,May,25,9:15
5101,EVER,"Dawa Finjo Lama Bhote (Hungung, Hatiya-1, Makalu-Barun)",Nepal,M,21,Yes,No,Nepal,2010,Spr,May,25,9:15
5102,EVER,"Thendorje (Thendu Dorje) Sherpa (Pangboche, Khumbu)",Nepal,M,27,Yes,No,Nepal,2010,Spr,May,25,9:15
5103,EVER,John Furneaux,Canada,M,30,Yes,No,Nepal,2010,Spr,May,25,9:45
5104,EVER,Richard Quentin Agnew,Australia,M,50,Yes,No,China,2010,Spr,May,25,10:00
5105,EVER,Duncan Charles Chessell,Australia,M,39,Yes,No,China,2010,Spr,May,25,10:00
5106,EVER,Richard John Moriarty,UK,M,36,Yes,No,China,2010,Spr,May,25,10:00
5107,EVER,John Nettleton,UK,M,28,Yes,No,China,2010,Spr,May,25,10:00
5108,EVER,Robert North,Australia,M,34,Yes,No,China,2010,Spr,May,25,10:00
5109,EVER,Catherine Jane (Katie) Sarah,Australia,F,41,Yes,No,China,2010,Spr,May,25,10:00
5110,EVER,"Damai Chhiri Sherpa (Sikli, Jubing, Solukhumbu)",Nepal,M,34,Yes,No,China,2010,Spr,May,25,10:00
5111,EVER,"Dawa Chhiri (Da Chhiri) Sherpa (Phurte, Khumbu)",Nepal,M,32,Yes,No,China,2010,Spr,May,25,10:00
5112,EVER,"Kusang Tenzing Sherpa (Ghunsa, Lelep-9, Taplejung)",Nepal,M,24,Yes,No,China,2010,Spr,May,25,10:00
5113,EVER,"Lhakpa Sherpa (Zarok, Namche, Khumbu)",Nepal,M,31,Yes,No,China,2010,Spr,May,25,10:00
5114,EVER,"Namgya/Namgyal Sherpa (Gyabla, Lelep-8, Taplejung)",Nepal,M,38,Yes,No,China,2010,Spr,May,25,10:00
5115,EVER,"Nima Gyalzen Sherpa (Kharikhola, Solukhumbu)",Nepal,M,30,Yes,No,China,2010,Spr,May,25,10:00
5116,EVER,"Nima Kancha Sherpa (Pare, Khumbu)",Nepal,M,33,Yes,No,China,2010,Spr,May,25,10:00
5117,EVER,"Pasang Sherpa (Gyabla, Lelep-8, Taplejung)",Nepal,M,32,Yes,No,China,2010,Spr,May,25,10:00
5118,EVER,"Pemba Sherpa (Ghunsa, Lelep-9, Taplejung)",Nepal,M,27,Yes,No,China,2010,Spr,May,25,10:00
5119,EVER,Christopher Mellor (Chris) Warner,Australia,M,31,Yes,No,China,2010,Spr,May,25,10:00
5120,EVER,Zacharakis (Zac) Zaharias,Australia,M,53,Yes,No,China,2010,Spr,May,25,10:00
5121,EVER,John Kazanas,Australia,M,39,Yes,No,China,2010,Spr,May,25,10:30
5122,EVER,Thorbjorn Lundsgaard,Norway,M,28,Yes,No,China,2010,Spr,May,25,10:40
5123,EVER,David Joseph O'Brien,UK,M,44,Yes,No,China,2010,Spr,May,25,10:40
5124,EVER,Michael Enrique Rodriguez,USA,M,37,Yes,No,China,2010,Spr,May,25,10:40
5125,EVER,"Gyalzen/Gyalje Sherpa (Patle-4, Okhaldhunga)",Nepal,M,36,Yes,No,China,2010,Spr,May,25,10:40
5126,EVER,"Jangbu Sherpa (Patle-4, Okhaldhunga)",Nepal,M,43,Yes,No,China,2010,Spr,May,25,10:40
5127,EVER,"Jangbu Sherpa (Kharikhola, Solukhumbu)",Nepal,M,29,Yes,No,China,2010,Spr,May,25,10:40
5128,EVER,"Lhakpa Gelu (Lhakpa Gelbu) Sherpa (Thumduk, Beni, Solukhumbu)",Nepal,M,33,Yes,No,China,2010,Spr,May,25,10:40
5129,EVER,"Phurba Wangchhu Sherpa (Waku-9, Solukhumbu)",Nepal,M,34,Yes,No,China,2010,Spr,May,25,10:40
5130,EVER,Elizabeth Tertil,Canada,F,52,Yes,No,China,2010,Spr,May,25,10:50
5131,EVER,Peter Kinloch,UK,M,28,Yes,Yes,China,2010,Spr,May,25,11:00
5132,EVER,Eric Andrew Larsen,USA,M,39,Yes,No,Nepal,2010,Aut,Oct,15,12:15
5133,EVER,"Dawa Gyalzen/Gyaljen Sherpa (Chheplung, Khumbu)",Nepal,M,23,Yes,No,Nepal,2010,Aut,Oct,15,12:15
5134,EVER,"Pasang Dawa Sherpa (Tate, Khumbu)",Nepal,M,26,Yes,No,Nepal,2010,Aut,Oct,15,12:15
5135,EVER,"Pasang Temba Sherpa (Lukla, Khumbu)",Nepal,M,23,Yes,No,Nepal,2010,Aut,Oct,15,12:15
5136,EVER,"Tshering Dorje (Chhering Dorje) Sherpa (Beding, Dolakha)",Nepal,M,21,Yes,No,Nepal,2010,Aut,Oct,15,12:15
5137,EVER,"Nima Dorje (Kala) Tamang (Chitre, Bakachol, Khotang)",Nepal,M,30,Yes,No,Nepal,2010,Aut,Oct,15,12:15
5138,EVER,Adrian John Ballinger,UK,M,35,Yes,No,Nepal,2011,Spr,May,5,16:00
5139,EVER,"Dorje Sonam Gyalzen Sherpa (Phortse, Khumbu)",Nepal,M,29,Yes,No,Nepal,2011,Spr,May,5,16:00
5140,EVER,"Kami Rita Sherpa (Thami, Khumbu)",Nepal,M,33,Yes,No,Nepal,2011,Spr,May,5,16:00
5141,EVER,"Karma Gyalzen (Karma Gelgen) Sherpa (Phortse, Khumbu)",Nepal,M,24,Yes,No,Nepal,2011,Spr,May,5,16:00
5142,EVER,"Phu Tshering Sherpa (Phortse, Khumbu)",Nepal,M,33,Yes,No,Nepal,2011,Spr,May,5,16:00
5143,EVER,"Phurba Tashi Sherpa (Khumjung, Khumbu)",Nepal,M,39,Yes,No,Nepal,2011,Spr,May,5,16:00
5144,EVER,"Rita Dorje (Ang Rita Dorje) Sherpa (Phortse, Khumbu)",Nepal,M,33,Yes,No,Nepal,2011,Spr,May,5,16:00
5145,EVER,"Tashi Tshering Sherpa (Khumjung, Khumbu)",Nepal,M,34,Yes,No,Nepal,2011,Spr,May,5,16:00
5146,EVER,"Tshering Tashi Sherpa (Khunde, Khumbu)",Nepal,M,31,Yes,No,Nepal,2011,Spr,May,5,16:00
5147,EVER,Kenton Edward Cool,UK,M,37,Yes,No,Nepal,2011,Spr,May,6,6:30
5148,EVER,Sebastien Philippe Max Rougegre,France/Switzerland,M,30,Yes,No,Nepal,2011,Spr,May,6,6:30
5149,EVER,"Dorje Gyalzen Sherpa (Pangboche, Khumbu)",Nepal,M,28,Yes,No,Nepal,2011,Spr,May,6,6:30
5150,EVER,"Lhakpa (Lhakpa Chhiring) Sherpa (Kerung-3, Solukhumbu)",Nepal,M,34,Yes,No,Nepal,2011,Spr,May,6,6:30
5151,EVER,Charles Norman (Charlie) Wittmack,USA,M,34,Yes,No,Nepal,2011,Spr,May,6,10:45
5152,EVER,Carlos Eduardo Elizeu Canellas,Brazil,M,38,Yes,No,Nepal,2011,Spr,May,7,9:50
5153,EVER,Carlos Eduardo Santalena,Brazil,M,24,Yes,No,Nepal,2011,Spr,May,7,9:50
5154,EVER,"Pasang Rita (Pa Rita) Sherpa (Yilajung, Khumbu)",Nepal,M,36,Yes,No,Nepal,2011,Spr,May,7,9:50
5155,EVER,"Shera Gyalzen Sherpa (Khumjung, Khumbu)",Nepal,M,23,Yes,No,Nepal,2011,Spr,May,7,9:50
5156,EVER,Tine Mena,India,F,24,Yes,No,Nepal,2011,Spr,May,9,10:39
5157,EVER,"Tshering Dorje (Tshiring Dorje) Sherpa (Mamerku, Chheskam, Solukhumbu)",Nepal,M,29,Yes,No,Nepal,2011,Spr,May,9,10:39
5158,EVER,Paul Andrew Hameister,Australia,M,41,Yes,No,Nepal,2011,Spr,May,11,8:40
5159,EVER,"Ang Gelu Sherpa (Phedi-9, Khotang)",Nepal,M,25,Yes,No,Nepal,2011,Spr,May,11,8:40
5160,EVER,"Lhakpa Dorje Sherpa (Sanam, Gudel-4, Solukhumbu)",Nepal,M,49,Yes,No,Nepal,2011,Spr,May,11,8:40
5161,EVER,"Tendi Sherpa (Sanam, Gudel-4, Solukhumbu)",Nepal,M,42,Yes,No,Nepal,2011,Spr,May,11,8:40
5162,EVER,Dean Douglas Staples,New Zealand,M,47,Yes,No,Nepal,2011,Spr,May,11,8:40
5163,EVER,Bruno Gremion,Switzerland,M,39,Yes,No,Nepal,2011,Spr,May,11,9:15
5164,EVER,"Apa (Appa) Sherpa (Thami Og, Khumbu)",Nepal,M,51,Yes,No,Nepal,2011,Spr,May,11,9:15
5165,EVER,"Arita Sherpa (Thami, Khumbu)",Nepal,M,51,Yes,No,Nepal,2011,Spr,May,11,9:15
